date,symbol,price,ratio,to_buy
2021-11-02,KR,38.10660934448242,0.2279234403538166,1
2021-11-02,CAH,45.429569244384766,0.0839574190450983,1
2021-11-02,MCK,215.14756774902344,0.1393194250885706,1
2021-08-30,CAH,47.4085807800293,0.0909930632066819,1
2021-08-30,MCK,197.2325134277344,0.1301286876395721,1
2022-03-16,CAH,50.43886184692383,0.0910138674315399,1
2022-03-16,MCK,287.4207458496094,0.1800300216599224,1
2021-03-02,KR,30.187335968017575,0.1847961478663828,1
2022-03-31,CAH,53.64439392089844,0.0952753482245625,1
2022-03-31,MCK,301.9910583496094,0.1672334543085094,1
2021-11-26,KR,40.59279251098633,0.2386573382239732,1
2021-11-26,CAH,44.23086929321289,0.0817421384034911,1
2021-11-26,MCK,217.7812347412109,0.141024883724835,1
2022-08-03,GPS,8.877902030944824,0.2141391721655668,1
2022-08-03,KSS,25.77923011779785,0.1888437194463026,1
2022-08-03,KR,44.5704460144043,0.2438973659781852,1
2022-08-03,CAH,57.45819854736328,0.0899268168933302,1
2022-01-10,CAH,47.86861038208008,0.0863760025112792,1
2022-01-10,MCK,246.90809631347656,0.1549187501049415,1
2021-04-06,KR,34.20180130004883,0.2093713112650757,1
2021-04-06,MCK,187.29705810546875,0.1255288631059321,1
2023-06-29,GPS,8.381115913391113,0.2084131659836065,1
2023-06-29,KSS,20.753530502319336,0.1403414741960437,1
2023-06-29,WBA,25.930177688598636,0.1847749561049863,0
2023-06-29,KR,44.93906784057617,0.2246359724264457,1
2023-06-29,CAH,91.5309829711914,0.13156237936093,1
2023-06-29,VLO,112.35853576660156,0.2366802923184207,1
2022-12-06,KSS,24.379207611083984,0.1609272886327381,1
2022-12-06,CAH,76.38037872314453,0.1142880778266768,1
2023-03-03,KSS,23.95902442932129,0.1698198695988507,1
2023-03-03,WBA,32.49208068847656,0.2347292751482634,0
2023-03-03,KR,44.373268127441406,0.2223668199962228,1
2023-03-03,CAH,72.80473327636719,0.1061689994815966,1
2023-08-10,KSS,25.040855407714844,0.1693336280251961,0
2023-08-10,WBA,26.716215133666992,0.1903761708476824,0
2023-08-10,KR,47.61678695678711,0.2380210174155863,1
2023-08-10,CAH,90.4737777709961,0.1121708077412808,1
2023-03-30,GPS,8.904277801513672,0.2192366803278688,1
2023-03-30,KSS,20.05950164794922,0.1390650900652005,1
2023-03-30,WBA,31.177631378173828,0.2252334385808911,0
2023-03-30,KR,47.345645904541016,0.2372622050749369,1
2023-03-30,CAH,72.94995880126953,0.1063807727518392,1
2023-03-16,GPS,9.391157150268556,0.2312243852459016,1
2023-03-16,KSS,20.366357803344727,0.1411923969499392,1
2023-03-16,WBA,30.07925796508789,0.2172985614417157,0
2023-03-16,KR,45.48308944702149,0.2279284085850342,1
2023-03-16,CAH,68.26412200927734,0.099547555232013,1
2022-03-31,CAH,53.64439010620117,0.0952753482245625,1
2021-06-15,KR,35.28376770019531,0.2132184636673761,1
